Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Discount,Unit_Price,Sales,Profit,Payment_Mode,Sales_Channel,Ship_Mode,Category
50255,101,1046,2025-04-16,1,0.0,1557.14,1557.14,251.98,Debit Card,Mobile App,Standard,Accessories
50256,18,1040,2026-03-18,2,0.2,24809.39,39695.02,3425.64,Credit Card,Mobile App,Standard,Furniture
50257,77,1011,2026-06-05,1,0.05,11263.8,10700.61,1442.74,UPI,Mobile App,Standard,Furniture
50258,55,1019,2025-04-20,2,0.0,3726.15,7452.3,-278.12,UPI,Mobile App,Standard,Bags
50259,76,1022,2026-04-14,4,0.2,70964.21,227085.47,36434.47,UPI,Website,Standard,Electronics
50260,144,1057,2025-08-11,4,0.2,6035.46,19313.47,3163.96,UPI,Store,Standard,Networking
50261,12,1043,2026-05-06,1,0.0,16033.91,16033.91,2040.46,UPI,Website,Standard,Electronics
50262,150,1022,2025-10-26,2,0.2,70964.21,113542.74,9213.84,Cash on Delivery,Mobile App,Standard,Electronics
50263,68,1045,2026-05-15,4,0.2,2649.49,8478.37,-438.21,UPI,Website,Standard,Electronics
50264,116,1045,2025-04-02,2,0.15,2649.49,4504.13,664.58,Cash on Delivery,Mobile App,Same Day,Electronics
50265,64,1024,2025-08-31,1,0.0,42433.6,42433.6,3894.5,Cash on Delivery,Website,Same Day,Electronics
50266,47,1025,2025-06-20,2,0.1,9587.13,17256.83,-1313.62,UPI,Marketplace,Standard,Electronics
50267,116,1054,2025-06-04,1,0.05,28828.67,27387.24,3909.3,Debit Card,Mobile App,Standard,Office Equipment
50268,104,1034,2025-07-12,1,0.05,25181.87,23922.78,2874.86,Debit Card,Mobile App,Express,Office Equipment
50269,22,1009,2025-08-27,3,0.05,20536.09,58527.86,7648.6,Debit Card,Website,Express,Furniture
50270,106,1044,2025-03-21,2,0.1,25839.3,46510.74,3116.94,UPI,Website,Standard,Electronics
50271,113,1036,2026-03-17,4,0.05,2828.09,10746.74,2081.95,UPI,Mobile App,Express,Storage
50272,59,1031,2025-12-09,1,0.1,11800.24,10620.22,1584.43,UPI,Mobile App,Standard,Furniture
50273,139,1044,2026-06-01,4,0.05,25839.3,98189.34,16808.28,Debit Card,Mobile App,Standard,Electronics
50274,97,1055,2026-03-16,2,0.0,15982.2,31964.4,6247.01,Cash on Delivery,Store,Express,Storage
50275,51,1020,2025-04-03,3,0.0,9187.2,27561.6,2830.56,Debit Card,Marketplace,Express,Furniture
50276,2,1026,2025-02-13,1,0.2,5311.67,4249.34,730.99,Debit Card,Store,Express,Accessories
50277,102,1012,2025-09-21,1,0.2,390.94,312.75,70.06,Cash on Delivery,Website,Standard,Stationery
50278,32,1039,2025-10-27,4,0.05,2825.6,10737.28,2284.15,Debit Card,Marketplace,Standard,Bags
50279,114,1025,2025-05-30,4,0.0,9587.13,38348.52,4099.95,UPI,Mobile App,Standard,Electronics
50280,79,1021,2026-05-03,5,0.15,49224.66,209204.81,31728.49,Cash on Delivery,Mobile App,Standard,Electronics
50281,71,1042,2025-12-29,1,0.0,68597.09,68597.09,13102.62,Credit Card,Store,Standard,Electronics
50282,25,1025,2026-04-11,1,0.05,9587.13,9107.77,1167.89,UPI,Mobile App,Standard,Electronics
50283,107,1028,2025-03-09,5,0.0,6048.55,30242.75,4259.59,Credit Card,Marketplace,Standard,Accessories
50284,25,1027,2026-05-23,2,0.0,1401.54,2803.08,394.76,Cash on Delivery,Marketplace,Express,Accessories
50285,63,1016,2025-05-09,1,0.15,2337.23,1986.65,418.69,UPI,Website,Standard,Storage
50286,126,1008,2025-10-07,4,0.05,3937.51,14962.54,2953.17,Credit Card,Marketplace,Standard,Accessories
50287,139,1050,2025-10-01,5,0.0,23722.8,118614.0,15564.45,UPI,Mobile App,Express,Furniture
50288,149,1006,2026-05-27,1,0.05,2599.47,2469.5,-262.72,UPI,Store,Standard,Accessories
50289,144,1020,2025-06-22,4,0.0,9187.2,36748.8,4781.06,UPI,Marketplace,Express,Furniture
50290,84,1041,2025-05-30,4,0.05,61681.89,234391.18,29409.68,Debit Card,Website,Standard,Electronics
50291,31,1008,2025-07-31,2,0.05,3937.51,7481.27,1255.13,Cash on Delivery,Website,Standard,Accessories
50292,126,1040,2025-08-13,3,0.0,24809.39,74428.17,7464.84,UPI,Website,Express,Furniture
50293,121,1044,2025-04-24,1,0.15,25839.3,21963.4,2103.31,UPI,Mobile App,Standard,Electronics
50294,149,1040,2025-04-20,5,0.0,24809.39,124046.95,19617.09,UPI,Website,Standard,Furniture
50295,98,1019,2025-05-25,5,0.0,3726.15,18630.75,3464.78,UPI,Marketplace,Express,Bags
50296,22,1002,2025-10-19,5,0.05,20805.41,98825.7,14669.01,Credit Card,Mobile App,Standard,Electronics
50297,76,1054,2025-08-02,3,0.2,28828.67,69188.81,8542.36,Debit Card,Marketplace,Express,Office Equipment
50298,68,1020,2025-09-02,1,0.05,9187.2,8727.84,737.88,Debit Card,Website,Express,Furniture
50299,127,1049,2026-03-24,1,0.0,14177.38,14177.38,1479.27,Credit Card,Mobile App,Same Day,Furniture
50300,59,1012,2025-05-31,2,0.2,390.94,625.5,186.49,Credit Card,Website,Standard,Stationery
50301,50,1010,2026-07-21,5,0.05,14618.21,69436.5,6763.0,UPI,Marketplace,Standard,Furniture
50302,13,1047,2026-04-14,2,0.0,2167.3,4334.6,700.89,UPI,Website,Express,Accessories
50303,126,1057,2025-04-19,2,0.05,6035.46,11467.37,2016.13,Cash on Delivery,Website,Standard,Networking
50304,114,1052,2025-07-15,1,0.0,206.78,206.78,55.08,Net Banking,Website,Standard,Stationery
50305,7,1046,2025-04-25,4,0.2,1557.14,4982.85,1356.76,Cash on Delivery,Marketplace,Standard,Accessories
50306,66,1015,2025-06-19,1,0.0,8390.1,8390.1,1627.75,Cash on Delivery,Website,Standard,Storage
50307,72,1055,2025-08-16,1,0.05,15982.2,15183.09,3120.16,Debit Card,Mobile App,Standard,Storage
50308,71,1041,2025-03-23,5,0.05,61681.89,292988.98,44115.72,Cash on Delivery,Marketplace,Standard,Electronics
50309,138,1011,2025-01-09,1,0.0,11263.8,11263.8,924.72,Credit Card,Marketplace,Standard,Furniture
50310,23,1008,2025-10-01,1,0.05,3937.51,3740.63,589.57,UPI,Website,Standard,Accessories
50311,46,1053,2026-03-13,1,0.0,453.24,453.24,82.84,UPI,Website,Same Day,Stationery
50312,28,1017,2025-07-08,2,0.1,6802.55,12244.59,1471.53,UPI,Mobile App,Standard,Networking
50313,37,1046,2026-06-21,1,0.15,1557.14,1323.57,311.04,UPI,Website,Standard,Accessories
50314,137,1009,2025-08-19,4,0.2,20536.09,65715.49,7689.97,Credit Card,Marketplace,Standard,Furniture
50315,142,1017,2026-07-16,2,0.0,6802.55,13605.1,2353.32,Debit Card,Website,Standard,Networking
50316,7,1018,2025-05-28,1,0.0,3998.59,3998.59,343.56,Net Banking,Mobile App,Same Day,Accessories
50317,95,1017,2025-12-03,1,0.05,6802.55,6462.42,1595.41,Debit Card,Website,Express,Networking
50318,35,1041,2026-04-21,2,0.1,61681.89,111027.4,11593.91,UPI,Mobile App,Standard,Electronics
50319,29,1055,2025-02-06,1,0.2,15982.2,12785.76,3340.3,Net Banking,Website,Standard,Storage
50320,44,1055,2026-08-03,5,0.0,15982.2,79911.0,9797.89,Credit Card,Mobile App,Standard,Storage
50321,30,1045,2025-08-16,1,0.0,2649.49,2649.49,282.87,UPI,Website,Standard,Electronics
50322,74,1013,2025-11-07,2,0.0,498.28,996.56,123.26,UPI,Store,Standard,Stationery
50323,150,1058,2026-01-27,1,0.0,3369.95,3369.95,727.69,UPI,Marketplace,Standard,Accessories
50324,88,1033,2026-02-05,1,0.05,477.24,453.38,82.45,UPI,Website,Standard,Stationery
50325,109,1033,2025-01-15,1,0.15,477.24,405.65,74.37,Net Banking,Website,Standard,Stationery
50326,74,1043,2026-06-25,1,0.0,16033.91,16033.91,1455.01,Net Banking,Website,Standard,Electronics
50327,3,1047,2026-01-24,3,0.15,2167.3,5526.62,1294.35,Debit Card,Website,Standard,Accessories
50328,13,1058,2026-09-15,5,0.05,3369.95,16007.26,3702.55,UPI,Website,Standard,Accessories
50329,41,1035,2025-10-21,5,0.05,12594.51,59823.92,15061.06,Net Banking,Marketplace,Standard,Storage
50330,37,1037,2026-01-18,1,0.1,2643.15,2378.84,343.4,Debit Card,Mobile App,Standard,Networking
50331,127,1045,2025-10-02,4,0.0,2649.49,10597.96,1444.06,UPI,Website,Standard,Electronics
50332,127,1016,2026-07-09,2,0.1,2337.23,4207.01,542.46,Debit Card,Mobile App,Standard,Storage
50333,129,1019,2026-06-03,1,0.0,3726.15,3726.15,655.79,Credit Card,Website,Standard,Bags
50334,96,1038,2026-07-21,1,0.05,1215.75,1154.96,204.63,Credit Card,Store,Express,Accessories
50335,84,1004,2025-11-11,2,0.1,20837.66,37507.79,5374.24,UPI,Website,Express,Electronics
50336,98,1020,2026-05-09,2,0.05,9187.2,17455.68,2349.74,Credit Card,Marketplace,Standard,Furniture
50337,62,1044,2025-08-12,1,0.0,25839.3,25839.3,4091.51,UPI,Marketplace,Standard,Electronics
50338,101,1059,2025-10-15,5,0.05,2989.86,14201.84,2198.03,UPI,Website,Express,Bags
50339,120,1032,2026-04-19,3,0.05,241.73,688.93,201.66,UPI,Website,Express,Stationery
50340,115,1024,2025-02-20,2,0.0,42433.6,84867.2,10925.73,Cash on Delivery,Mobile App,Standard,Electronics
50341,93,1027,2026-03-19,5,0.1,1401.54,6306.93,1171.31,UPI,Marketplace,Standard,Accessories
50342,9,1042,2025-01-10,5,0.0,68597.09,342985.45,37638.05,Credit Card,Mobile App,Standard,Electronics
50343,109,1033,2025-12-28,5,0.05,477.24,2266.89,477.03,UPI,Mobile App,Standard,Stationery
50344,55,1002,2025-10-25,1,0.1,20805.41,18724.87,3367.3,Cash on Delivery,Marketplace,Standard,Electronics
50345,112,1033,2025-10-19,5,0.0,477.24,2386.2,611.42,Credit Card,Marketplace,Standard,Stationery
50346,81,1025,2025-11-04,2,0.2,9587.13,15339.41,2070.73,Cash on Delivery,Mobile App,Standard,Electronics
50347,133,1043,2025-11-03,3,0.05,16033.91,45696.64,5597.83,UPI,Mobile App,Standard,Electronics
50348,51,1053,2025-09-11,4,0.0,453.24,1812.96,669.25,UPI,Marketplace,Standard,Stationery
50349,140,1058,2025-10-09,1,0.1,3369.95,3032.96,780.75,Credit Card,Website,Express,Accessories
50350,127,1037,2025-12-20,2,0.05,2643.15,5021.98,718.31,UPI,Marketplace,Standard,Networking
50351,50,1022,2026-04-21,1,0.1,70964.21,63867.79,7803.02,Net Banking,Website,Standard,Electronics
50352,73,1027,2025-12-10,1,0.15,1401.54,1191.31,227.03,Cash on Delivery,Website,Standard,Accessories
50353,80,1011,2026-02-05,2,0.05,11263.8,21401.22,2429.68,Credit Card,Marketplace,Express,Furniture
50354,116,1057,2026-06-06,4,0.15,6035.46,20520.56,2950.33,Cash on Delivery,Website,Standard,Networking
50355,104,1051,2026-09-09,4,0.0,10450.86,41803.44,5042.3,Credit Card,Website,Standard,Furniture
50356,128,1052,2025-03-09,2,0.05,206.78,392.88,124.41,UPI,Website,Standard,Stationery
50357,56,1020,2026-03-21,1,0.0,9187.2,9187.2,718.53,Credit Card,Mobile App,Express,Furniture
50358,76,1020,2025-05-21,2,0.05,9187.2,17455.68,1443.56,UPI,Marketplace,Express,Furniture
50359,65,1052,2025-05-03,5,0.0,206.78,1033.9,221.76,Net Banking,Website,Express,Stationery
50360,137,1033,2026-05-10,5,0.1,477.24,2147.58,465.89,UPI,Website,Standard,Stationery
50361,46,1043,2025-02-12,1,0.15,16033.91,13628.82,2550.72,UPI,Mobile App,Standard,Electronics
50362,89,1030,2026-06-13,1,0.15,8425.83,7161.96,961.43,Credit Card,Store,Standard,Furniture
50363,19,1027,2026-04-26,3,0.2,1401.54,3363.7,812.5,UPI,Website,Standard,Accessories
50364,128,1038,2026-09-12,1,0.0,1215.75,1215.75,229.01,UPI,Store,Express,Accessories
50365,58,1049,2026-02-21,1,0.0,14177.38,14177.38,1461.28,Debit Card,Marketplace,Standard,Furniture
50366,52,1021,2026-06-28,1,0.2,49224.66,39379.73,3484.37,UPI,Website,Standard,Electronics
50367,88,1049,2025-03-15,2,0.05,14177.38,26937.02,3472.67,Credit Card,Marketplace,Express,Furniture
50368,75,1015,2026-07-09,2,0.0,8390.1,16780.2,3346.74,UPI,Marketplace,Standard,Storage
50369,128,1025,2025-04-10,2,0.0,9587.13,19174.26,3197.87,UPI,Mobile App,Standard,Electronics
50370,80,1055,2025-07-15,1,0.15,15982.2,13584.87,2331.86,UPI,Mobile App,Standard,Storage
50371,78,1058,2025-03-21,3,0.0,3369.95,10109.85,1958.9,Net Banking,Marketplace,Express,Accessories
50372,16,1056,2025-09-08,3,0.0,2092.68,6278.04,1172.32,Cash on Delivery,Marketplace,Express,Storage
50373,4,1019,2026-04-12,2,0.1,3726.15,6707.07,1524.39,UPI,Marketplace,Standard,Bags
50374,60,1051,2025-06-17,1,0.0,10450.86,10450.86,777.76,Cash on Delivery,Store,Same Day,Furniture
50375,150,1057,2026-05-28,2,0.0,6035.46,12070.92,2384.35,Debit Card,Mobile App,Express,Networking
50376,138,1059,2026-01-13,3,0.0,2989.86,8969.58,1696.54,Debit Card,Marketplace,Express,Bags
50377,95,1002,2026-01-27,1,0.05,20805.41,19765.14,1971.04,Debit Card,Marketplace,Express,Electronics
50378,95,1045,2026-08-08,1,0.05,2649.49,2517.02,177.15,Debit Card,Website,Standard,Electronics
50379,59,1060,2025-09-27,2,0.15,25984.19,44173.12,4713.15,Net Banking,Website,Express,Furniture
50380,27,1046,2025-08-03,1,0.0,1557.14,1557.14,-69.88,Credit Card,Mobile App,Standard,Accessories
50381,2,1014,2026-09-12,2,0.0,18785.33,37570.66,7197.8,Credit Card,Marketplace,Express,Office Equipment
50382,51,1046,2025-12-14,1,0.0,1557.14,1557.14,335.78,UPI,Website,Standard,Accessories
50383,48,1007,2026-01-18,1,0.0,3195.83,3195.83,915.06,UPI,Marketplace,Express,Accessories
50384,29,1029,2025-07-04,3,0.05,15282.9,43556.26,4745.93,Debit Card,Website,Same Day,Furniture
50385,39,1038,2025-05-15,2,0.0,1215.75,2431.5,588.29,UPI,Website,Standard,Accessories
50386,4,1028,2025-04-16,2,0.05,6048.55,11492.24,2070.28,UPI,Mobile App,Same Day,Accessories
50387,92,1042,2025-05-20,3,0.15,68597.09,174922.58,20165.51,UPI,Website,Standard,Electronics
50388,140,1015,2025-05-02,1,0.15,8390.1,7131.58,1092.35,UPI,Marketplace,Standard,Storage
50389,104,1037,2026-04-11,1,0.1,2643.15,2378.84,221.08,Debit Card,Website,Standard,Networking
50390,68,1039,2025-02-06,4,0.2,2825.6,9041.92,2204.42,Debit Card,Store,Express,Bags
50391,64,1039,2026-01-28,1,0.15,2825.6,2401.76,391.92,Credit Card,Website,Standard,Bags
50392,47,1018,2026-08-15,2,0.1,3998.59,7197.46,1185.69,UPI,Store,Standard,Accessories
50393,22,1019,2026-04-22,1,0.15,3726.15,3167.23,445.56,Credit Card,Mobile App,Standard,Bags
50394,90,1016,2025-09-08,1,0.0,2337.23,2337.23,401.79,Credit Card,Website,Standard,Storage
50395,85,1028,2025-02-07,1,0.15,6048.55,5141.27,1427.18,Debit Card,Website,Standard,Accessories
50396,2,1036,2026-06-04,5,0.0,2828.09,14140.45,3717.72,Debit Card,Website,Express,Storage
50397,63,1022,2025-01-02,2,0.1,70964.21,127735.58,10538.08,Credit Card,Mobile App,Express,Electronics
50398,42,1025,2026-03-01,1,0.2,9587.13,7669.7,919.31,Credit Card,Marketplace,Express,Electronics
50399,26,1018,2026-02-23,3,0.05,3998.59,11395.98,1760.55,Cash on Delivery,Mobile App,Standard,Accessories
50400,106,1014,2025-04-30,1,0.0,18785.33,18785.33,3201.79,Net Banking,Mobile App,Same Day,Office Equipment
50401,79,1040,2026-04-06,2,0.0,24809.39,49618.78,5802.2,Credit Card,Mobile App,Standard,Furniture
50402,96,1049,2025-04-20,2,0.05,14177.38,26937.02,2548.11,Credit Card,Mobile App,Standard,Furniture
50403,108,1018,2025-05-21,2,0.2,3998.59,6397.74,1299.98,UPI,Marketplace,Standard,Accessories
50404,148,1052,2026-05-21,1,0.2,206.78,165.42,35.53,Cash on Delivery,Mobile App,Standard,Stationery
50405,121,1035,2026-09-02,5,0.05,12594.51,59823.92,14592.5,UPI,Marketplace,Standard,Storage
50406,94,1011,2025-06-14,1,0.2,11263.8,9011.04,1110.49,UPI,Store,Express,Furniture
50407,132,1022,2026-07-28,3,0.05,70964.21,202248.0,30166.69,Cash on Delivery,Website,Standard,Electronics
50408,72,1001,2026-07-23,3,0.05,58323.17,166221.03,8930.42,Debit Card,Website,Standard,Electronics
50409,148,1003,2026-04-25,1,0.15,19839.12,16863.25,2160.01,UPI,Website,Express,Electronics
50410,115,1021,2025-03-29,1,0.1,49224.66,44302.19,8398.8,UPI,Mobile App,Same Day,Electronics
50411,98,1028,2025-07-06,1,0.05,6048.55,5746.12,1484.51,UPI,Website,Standard,Accessories
50412,136,1048,2026-02-27,4,0.05,4559.9,17327.62,2057.27,Debit Card,Store,Standard,Accessories
50413,78,1009,2026-09-15,5,0.1,20536.09,92412.4,9464.42,UPI,Mobile App,Standard,Furniture
50414,109,1051,2026-05-23,5,0.15,10450.86,44416.16,3594.3,Cash on Delivery,Mobile App,Standard,Furniture
50415,43,1015,2025-09-19,1,0.05,8390.1,7970.6,1974.79,Cash on Delivery,Marketplace,Standard,Storage
50416,145,1009,2025-05-27,2,0.0,20536.09,41072.18,4760.74,Credit Card,Website,Standard,Furniture
50417,94,1042,2026-08-22,1,0.0,68597.09,68597.09,7411.3,Debit Card,Marketplace,Express,Electronics
50418,118,1047,2025-06-22,3,0.0,2167.3,6501.9,1310.15,UPI,Website,Standard,Accessories
50419,70,1037,2025-08-02,2,0.05,2643.15,5021.98,364.02,UPI,Mobile App,Standard,Networking
50420,131,1007,2026-08-24,3,0.05,3195.83,9108.12,1386.82,Net Banking,Store,Standard,Accessories
50421,12,1007,2025-12-16,3,0.15,3195.83,8149.37,1642.94,UPI,Marketplace,Express,Accessories
50422,18,1024,2025-06-14,5,0.0,42433.6,212168.0,32713.4,UPI,Marketplace,Standard,Electronics
50423,77,1028,2025-01-04,2,0.15,6048.55,10282.54,1178.2,UPI,Mobile App,Standard,Accessories
50424,110,1060,2025-09-25,1,0.1,25984.19,23385.77,2356.73,UPI,Marketplace,Standard,Furniture
50425,122,1018,2026-09-07,2,0.0,3998.59,7997.18,1954.72,Credit Card,Mobile App,Express,Accessories
50426,67,1012,2025-09-27,1,0.0,390.94,390.94,63.87,Debit Card,Mobile App,Express,Stationery
50427,98,1057,2026-03-12,1,0.0,6035.46,6035.46,1077.76,Net Banking,Website,Standard,Networking
50428,83,1010,2025-06-07,2,0.2,14618.21,23389.14,2610.15,Debit Card,Website,Standard,Furniture
50429,145,1002,2026-04-29,4,0.2,20805.41,66577.31,11919.42,Net Banking,Mobile App,Standard,Electronics
50430,99,1026,2026-04-29,2,0.15,5311.67,9029.84,1714.53,Credit Card,Website,Standard,Accessories
50431,63,1025,2026-01-14,4,0.05,9587.13,36431.09,4557.25,Net Banking,Marketplace,Same Day,Electronics
50432,146,1038,2026-04-26,1,0.05,1215.75,1154.96,274.44,Credit Card,Marketplace,Standard,Accessories
50433,17,1053,2025-12-27,2,0.0,453.24,906.48,154.07,UPI,Store,Standard,Stationery
50434,148,1056,2025-08-24,2,0.15,2092.68,3557.56,609.24,Cash on Delivery,Website,Express,Storage
50435,24,1018,2026-04-05,1,0.0,3998.59,3998.59,719.54,UPI,Store,Express,Accessories
50436,44,1059,2026-06-05,1,0.0,2989.86,2989.86,550.71,UPI,Website,Standard,Bags
50437,124,1038,2026-06-08,1,0.0,1215.75,1215.75,288.53,UPI,Mobile App,Standard,Accessories
50438,111,1005,2025-05-13,5,0.05,4966.96,23593.06,3441.02,Credit Card,Marketplace,Standard,Electronics
50439,146,1057,2026-02-26,2,0.0,6035.46,12070.92,1714.06,Credit Card,Website,Express,Networking
50440,113,1009,2025-01-03,1,0.0,20536.09,20536.09,2326.91,Credit Card,Website,Express,Furniture
50441,96,1036,2025-12-23,1,0.05,2828.09,2686.69,642.18,Cash on Delivery,Website,Express,Storage
50442,52,1048,2025-12-22,1,0.15,4559.9,3875.91,633.4,UPI,Mobile App,Express,Accessories
50443,1,1015,2025-08-15,5,0.05,8390.1,39852.98,7402.64,Credit Card,Marketplace,Standard,Storage
50444,19,1017,2026-09-12,1,0.15,6802.55,5782.17,941.2,UPI,Website,Standard,Networking
50445,45,1029,2026-07-05,4,0.2,15282.9,48905.28,5305.01,Net Banking,Website,Standard,Furniture
50446,7,1054,2025-01-25,1,0.2,28828.67,23062.94,2070.49,UPI,Mobile App,Express,Office Equipment
50447,77,1014,2025-05-11,1,0.0,18785.33,18785.33,3446.2,UPI,Website,Standard,Office Equipment
50448,117,1040,2025-05-10,1,0.2,24809.39,19847.51,1811.3,Credit Card,Marketplace,Standard,Furniture
50449,145,1028,2026-07-14,4,0.2,6048.55,19355.36,4744.91,Debit Card,Store,Standard,Accessories
50450,74,1007,2025-11-20,1,0.2,3195.83,2556.66,441.43,Net Banking,Marketplace,Express,Accessories
50451,132,1043,2026-03-31,1,0.0,16033.91,16033.91,1797.57,Debit Card,Marketplace,Express,Electronics
50452,148,1050,2026-05-20,1,0.0,23722.8,23722.8,3305.95,Net Banking,Mobile App,Express,Furniture
50453,129,1035,2026-04-24,1,0.05,12594.51,11964.78,2624.57,Credit Card,Marketplace,Standard,Storage
50454,70,1011,2025-02-25,1,0.2,11263.8,9011.04,1036.72,UPI,Website,Express,Furniture
50455,49,1010,2025-03-29,5,0.2,14618.21,58472.84,7509.07,UPI,Website,Express,Furniture
50456,147,1026,2025-09-04,2,0.05,5311.67,10092.17,1890.3,UPI,Mobile App,Express,Accessories
50457,37,1031,2025-07-30,2,0.0,11800.24,23600.48,2591.27,UPI,Website,Express,Furniture
50458,62,1034,2026-04-11,2,0.05,25181.87,47845.55,5723.38,Credit Card,Marketplace,Express,Office Equipment
50459,12,1015,2025-04-08,5,0.1,8390.1,37755.45,8147.66,Credit Card,Marketplace,Same Day,Storage
50460,120,1031,2025-08-20,1,0.05,11800.24,11210.23,1045.01,Credit Card,Store,Standard,Furniture
50461,98,1018,2025-05-28,1,0.0,3998.59,3998.59,1061.01,Credit Card,Website,Standard,Accessories
50462,13,1042,2025-04-28,1,0.0,68597.09,68597.09,8297.99,Debit Card,Mobile App,Standard,Electronics
50463,34,1048,2025-04-18,1,0.0,4559.9,4559.9,916.09,Debit Card,Marketplace,Express,Accessories
50464,84,1040,2025-05-02,1,0.0,24809.39,24809.39,3184.56,UPI,Website,Express,Furniture
50465,82,1001,2025-12-18,2,0.1,58323.17,104981.71,13719.27,UPI,Mobile App,Standard,Electronics
50466,121,1060,2025-09-13,1,0.0,25984.19,25984.19,2670.93,Debit Card,Mobile App,Standard,Furniture
50467,40,1002,2025-09-29,1,0.2,20805.41,16644.33,2149.47,Debit Card,Store,Express,Electronics
50468,139,1060,2025-10-26,1,0.0,25984.19,25984.19,3420.31,UPI,Marketplace,Express,Furniture
50469,67,1002,2026-04-07,1,0.05,20805.41,19765.14,2194.77,UPI,Website,Same Day,Electronics
50470,124,1031,2026-06-21,4,0.05,11800.24,44840.91,4795.51,Debit Card,Mobile App,Standard,Furniture
50471,36,1007,2025-11-24,2,0.15,3195.83,5432.91,1089.04,Debit Card,Mobile App,Express,Accessories
50472,6,1006,2026-02-05,5,0.2,2599.47,10397.88,2475.13,UPI,Website,Express,Accessories
50473,9,1042,2026-04-06,1,0.05,68597.09,65167.24,8285.65,Credit Card,Mobile App,Standard,Electronics
50474,56,1044,2026-03-07,5,0.1,25839.3,116276.85,21129.52,Cash on Delivery,Website,Standard,Electronics
50475,143,1008,2025-03-25,1,0.1,3937.51,3543.76,684.34,UPI,Website,Same Day,Accessories
50476,8,1059,2026-09-05,2,0.05,2989.86,5680.73,1022.9,Cash on Delivery,Mobile App,Standard,Bags
50477,56,1020,2025-04-13,4,0.0,9187.2,36748.8,3890.27,UPI,Website,Standard,Furniture
50478,17,1020,2025-09-14,2,0.05,9187.2,17455.68,1363.94,Credit Card,Mobile App,Express,Furniture
50479,140,1018,2026-02-11,5,0.0,3998.59,19992.95,3086.59,Credit Card,Website,Express,Accessories
50480,102,1028,2025-09-09,1,0.05,6048.55,5746.12,1015.06,UPI,Marketplace,Standard,Accessories
50481,115,1011,2025-06-01,1,0.05,11263.8,10700.61,1471.2,Cash on Delivery,Website,Express,Furniture
50482,107,1026,2026-07-30,4,0.0,5311.67,21246.68,4218.37,Credit Card,Marketplace,Standard,Accessories
50483,99,1013,2025-02-14,1,0.0,498.28,498.28,106.84,Cash on Delivery,Website,Express,Stationery
50484,117,1004,2025-06-03,4,0.15,20837.66,70848.04,11695.52,UPI,Mobile App,Standard,Electronics
50485,2,1023,2026-09-11,3,0.05,33930.89,96703.04,16861.5,Cash on Delivery,Website,Express,Electronics
50486,130,1041,2026-03-31,4,0.0,61681.89,246727.56,40933.07,Cash on Delivery,Website,Express,Electronics
50487,111,1046,2025-02-24,2,0.1,1557.14,2802.85,-264.04,Credit Card,Mobile App,Standard,Accessories
50488,111,1022,2026-04-16,5,0.1,70964.21,319338.95,36990.91,UPI,Marketplace,Standard,Electronics
50489,60,1020,2026-08-28,1,0.15,9187.2,7809.12,1201.76,Debit Card,Store,Express,Furniture
50490,121,1048,2025-03-02,2,0.15,4559.9,7751.83,1632.61,Credit Card,Website,Standard,Accessories
50491,58,1041,2025-09-15,1,0.2,61681.89,49345.51,6037.22,Cash on Delivery,Website,Standard,Electronics
50492,8,1050,2025-10-19,4,0.05,23722.8,90146.64,11483.24,Credit Card,Marketplace,Standard,Furniture
50493,137,1055,2025-03-23,3,0.0,15982.2,47946.6,10542.93,UPI,Mobile App,Same Day,Storage
50494,36,1050,2025-05-05,4,0.15,23722.8,80657.52,7756.91,UPI,Website,Standard,Furniture
50495,16,1057,2025-04-19,4,0.0,6035.46,24141.84,4302.25,Debit Card,Marketplace,Standard,Networking
50496,94,1025,2025-04-26,1,0.0,9587.13,9587.13,1500.38,Cash on Delivery,Mobile App,Same Day,Electronics
50497,36,1024,2025-09-09,1,0.15,42433.6,36068.56,3492.01,UPI,Mobile App,Standard,Electronics
50498,129,1020,2025-10-16,5,0.2,9187.2,36748.8,4053.35,Net Banking,Website,Standard,Furniture
50499,67,1015,2025-05-29,2,0.0,8390.1,16780.2,2279.93,Cash on Delivery,Mobile App,Standard,Storage
50500,1,1045,2025-06-30,1,0.1,2649.49,2384.54,242.91,UPI,Website,Standard,Electronics
50501,143,1043,2025-04-30,5,0.2,16033.91,64135.64,-6198.39,UPI,Marketplace,Standard,Electronics
50502,78,1049,2026-05-11,5,0.15,14177.38,60253.86,7323.63,Debit Card,Website,Express,Furniture
50503,40,1011,2025-05-12,2,0.0,11263.8,22527.6,2302.48,Debit Card,Marketplace,Standard,Furniture
50504,102,1030,2026-07-20,4,0.1,8425.83,30332.99,2860.65,UPI,Marketplace,Express,Furniture
50505,80,1014,2025-12-02,1,0.0,18785.33,18785.33,2659.78,Net Banking,Marketplace,Standard,Office Equipment
50506,5,1054,2026-05-16,1,0.15,28828.67,24504.37,2564.96,Credit Card,Website,Standard,Office Equipment
50507,114,1017,2026-02-01,1,0.0,6802.55,6802.55,1265.53,Cash on Delivery,Website,Standard,Networking
50508,61,1009,2025-06-15,3,0.2,20536.09,49286.62,6770.97,Cash on Delivery,Mobile App,Standard,Furniture
50509,105,1035,2026-01-10,1,0.0,12594.51,12594.51,2227.51,Net Banking,Mobile App,Express,Storage
